@relation hvyN

@attribute feature0 numeric
@attribute feature1 numeric
@attribute feature2 numeric
@attribute feature3 numeric
@attribute feature4 numeric
@attribute feature5 numeric
@attribute feature6 numeric
@attribute feature7 numeric
@attribute feature8 numeric
@attribute feature9 numeric
@attribute feature10 numeric
@attribute feature11 numeric
@attribute feature12 numeric
@attribute feature13 numeric
@attribute feature14 numeric
@attribute feature15 numeric
@attribute feature16 numeric
@attribute feature17 numeric
@attribute feature18 numeric
@attribute feature19 numeric
@attribute feature20 numeric
@attribute feature21 numeric
@attribute feature22 numeric
@attribute feature23 numeric
@attribute feature24 numeric
@attribute feature25 numeric
@attribute feature26 numeric
@attribute feature27 numeric
@attribute feature28 numeric
@attribute feature29 numeric
@attribute feature30 numeric
@attribute feature31 numeric
@attribute feature32 numeric
@attribute feature33 numeric
@attribute feature34 numeric
@attribute feature35 numeric
@attribute feature36 numeric
@attribute feature37 numeric
@attribute feature38 numeric
@attribute feature39 numeric
@attribute feature40 numeric
@attribute feature41 numeric
@attribute feature42 numeric
@attribute feature43 numeric
@attribute feature44 numeric
@attribute feature45 numeric
@attribute feature46 numeric
@attribute feature47 numeric
@attribute feature48 numeric
@attribute feature49 numeric
@attribute feature50 numeric
@attribute feature51 numeric
@attribute feature52 numeric
@attribute feature53 numeric
@attribute feature54 numeric
@attribute feature55 numeric
@attribute feature56 numeric
@attribute feature57 numeric
@attribute feature58 numeric
@attribute feature59 numeric
@attribute feature60 numeric
@attribute feature61 numeric
@attribute feature62 numeric
@attribute feature63 numeric
@attribute feature64 numeric
@attribute feature65 numeric
@attribute feature66 numeric
@attribute feature67 numeric
@attribute feature68 numeric
@attribute feature69 numeric
@attribute feature70 numeric
@attribute feature71 numeric
@attribute feature72 numeric
@attribute feature73 numeric
@attribute feature74 numeric
@attribute feature75 numeric
@attribute feature76 numeric
@attribute feature77 numeric
@attribute feature78 numeric
@attribute feature79 numeric
@attribute feature80 numeric
@attribute feature81 numeric
@attribute feature82 numeric
@attribute feature83 numeric
@attribute feature84 numeric
@attribute feature85 numeric
@attribute feature86 numeric
@attribute feature87 numeric
@attribute feature88 numeric
@attribute feature89 numeric
@attribute feature90 numeric
@attribute feature91 numeric
@attribute feature92 numeric
@attribute feature93 numeric
@attribute feature94 numeric
@attribute feature95 numeric
@attribute feature96 numeric
@attribute feature97 numeric
@attribute feature98 numeric
@attribute feature99 numeric
@attribute class {'a', 'b'}

@data
-0.41748312,-0.4218404,-0.41876242,-0.41885218,-0.41987228,-0.41900334,-0.4200411,-0.42066103,-0.42065436,-0.42096427,-0.42016846,-0.41767108,-0.41558677,-0.41476798,-0.41777363,-0.42028353,-0.41851053,-0.4161553,-0.42186102,-0.41842267,-0.41556954,-0.41740644,-0.41769972,-0.41693404,-0.4214497,-0.4170381,-0.41822284,-0.4189475,-0.42329872,-0.42016646,-0.4203922,-0.4222651,-0.4198872,-0.4214143,-0.42485866,-0.41674006,-0.42010847,-0.41696543,-0.4204296,-0.41833574,-0.42347276,-0.4185158,-0.42168614,-0.42169988,-0.4201175,-0.4187788,-0.42171648,-0.41398668,-0.42122772,-0.42164096,-0.4209962,-0.42249447,-0.42038852,-0.4201871,-0.42416215,-0.42273027,-0.41900602,-0.42305928,-0.41919753,-0.42317748,-0.41958743,-0.41820198,-0.42134824,-0.41847688,-0.41914335,-0.42029503,-0.42052245,-0.4206581,-0.41800502,-0.4167134,-0.41837636,-0.42187023,-0.41721544,-0.42138514,-0.41876507,-0.42061445,-0.42390442,-0.4278726,-0.43013275,-0.42817593,-0.42921314,-0.42370522,-0.4263266,-0.42745566,-0.42215183,-0.42368835,-0.4269862,-0.4234418,-0.424072,-0.42290825,-0.42579904,-0.42196432,-0.4225367,-0.42424378,-0.42252472,-0.420635,-0.4226314,-0.42426524,-0.41947514,-0.42426533,a
-0.45456672,-0.45556375,-0.45303366,-0.45457128,-0.4555484,-0.45600167,-0.45427293,-0.45351648,-0.45357627,-0.45374897,-0.45241526,-0.4542524,-0.45188966,-0.44984367,-0.45133486,-0.45276594,-0.45368406,-0.45142445,-0.45458847,-0.45356965,-0.45001987,-0.4542481,-0.45272905,-0.45382985,-0.45421982,-0.45351863,-0.45242345,-0.45413852,-0.45638326,-0.4551082,-0.45690897,-0.45676738,-0.45673645,-0.45706168,-0.45750338,-0.4519781,-0.4547818,-0.45377183,-0.45340016,-0.455737,-0.45565325,-0.45267045,-0.45480895,-0.4547843,-0.45479622,-0.45489895,-0.4545173,-0.45126444,-0.45507434,-0.4566097,-0.45678186,-0.45568275,-0.45571774,-0.45316952,-0.45577154,-0.45675355,-0.4539517,-0.4555461,-0.45125446,-0.454536,-0.45384154,-0.4513798,-0.45319948,-0.4544457,-0.45195508,-0.45315105,-0.45380336,-0.45298642,-0.45028698,-0.4514932,-0.45228744,-0.45035735,-0.4492975,-0.44915175,-0.44703332,-0.45066833,-0.45124215,-0.4501215,-0.45240027,-0.4549325,-0.45394292,-0.45400116,-0.4556361,-0.45790574,-0.4545246,-0.45792523,-0.45746404,-0.45709917,-0.4587578,-0.4578179,-0.4589014,-0.45696405,-0.45768204,-0.45539528,-0.45699075,-0.4559851,-0.45596424,-0.45822668,-0.45362857,-0.4575574,b
-0.45325044,-0.45434073,-0.45186332,-0.4532863,-0.45426026,-0.45473713,-0.4530866,-0.45235747,-0.4524519,-0.45251498,-0.4511833,-0.4529341,-0.45060486,-0.44862247,-0.45003194,-0.45143795,-0.4525777,-0.45012853,-0.45332992,-0.45235515,-0.44885793,-0.4529858,-0.45150647,-0.4525901,-0.4530619,-0.45222673,-0.4511376,-0.45293066,-0.4551921,-0.4538508,-0.45558214,-0.45554808,-0.4555631,-0.45580724,-0.4561969,-0.4506823,-0.45357135,-0.45248786,-0.45223027,-0.45442805,-0.45429897,-0.45134318,-0.4534423,-0.45343027,-0.45358136,-0.45345148,-0.45318606,-0.44984886,-0.45367283,-0.45522314,-0.45523122,-0.45408967,-0.45398945,-0.45169067,-0.45427313,-0.455328,-0.45252645,-0.45406345,-0.4498913,-0.4531628,-0.45246446,-0.4501764,-0.4519235,-0.45313084,-0.4507324,-0.45178887,-0.45244938,-0.45181194,-0.4491472,-0.45028135,-0.45095038,-0.44905198,-0.4481055,-0.4479208,-0.44579497,-0.44946542,-0.44999844,-0.44893035,-0.45128,-0.4536363,-0.45268938,-0.4526991,-0.45443612,-0.45653498,-0.453226,-0.45661536,-0.45624825,-0.45574027,-0.45749813,-0.45647258,-0.45753393,-0.45583156,-0.45651588,-0.45425698,-0.45585656,-0.45480233,-0.45470452,-0.4569289,-0.4524717,-0.45640206,b
-0.45391107,-0.4549198,-0.45236,-0.45387015,-0.4549447,-0.45531303,-0.45365202,-0.4529112,-0.4529159,-0.45310906,-0.45178685,-0.45363745,-0.45124587,-0.44924715,-0.45074737,-0.4521327,-0.45305914,-0.45071608,-0.45386952,-0.4529224,-0.44932732,-0.45358127,-0.45205387,-0.45317215,-0.45358872,-0.45290568,-0.45185,-0.45357826,-0.45577788,-0.4545283,-0.4563172,-0.45622033,-0.45630935,-0.45671287,-0.4570354,-0.45144412,-0.45425722,-0.45324096,-0.4528552,-0.45516446,-0.45502958,-0.45201433,-0.45413852,-0.45409808,-0.45419577,-0.45420966,-0.4538553,-0.45062262,-0.4543719,-0.4559932,-0.45610487,-0.45501828,-0.45505422,-0.45251212,-0.45514077,-0.45613733,-0.45335546,-0.4548603,-0.45057893,-0.45384413,-0.4531792,-0.4507833,-0.45259675,-0.4537747,-0.45134538,-0.45248374,-0.4531117,-0.4523389,-0.4495959,-0.45085084,-0.45163655,-0.44971997,-0.44864756,-0.44848737,-0.44641334,-0.4500038,-0.4505604,-0.4494376,-0.45176783,-0.45424074,-0.4533164,-0.45333123,-0.45499203,-0.45725232,-0.45380744,-0.45721328,-0.45677233,-0.45644903,-0.45808586,-0.45709577,-0.45818147,-0.45629254,-0.456966,-0.45475215,-0.45626363,-0.45528877,-0.45535138,-0.45751783,-0.45300445,-0.45690146,a
-0.44950366,-0.45054802,-0.44806033,-0.44926783,-0.4502332,-0.45068854,-0.4492391,-0.44867587,-0.44837734,-0.44843638,-0.4471148,-0.4494412,-0.44695738,-0.4451368,-0.44666564,-0.44757196,-0.4484159,-0.44649014,-0.44957554,-0.448695,-0.44471437,-0.44898254,-0.44771758,-0.44871557,-0.44951612,-0.44856396,-0.44732934,-0.44887695,-0.45118725,-0.45037764,-0.4515235,-0.45150366,-0.4514355,-0.45212188,-0.45288002,-0.44729644,-0.44948846,-0.44883883,-0.44814724,-0.45035192,-0.4507708,-0.447901,-0.45005473,-0.4498385,-0.44945973,-0.44996473,-0.4495838,-0.4461841,-0.44976693,-0.45111066,-0.4513739,-0.45033386,-0.4502835,-0.4482211,-0.45000485,-0.45129687,-0.44856793,-0.44974756,-0.44553864,-0.44839355,-0.44736934,-0.44483116,-0.4470657,-0.44887272,-0.44663885,-0.4476338,-0.44833705,-0.44758084,-0.44502038,-0.44607127,-0.44739628,-0.44532627,-0.44456953,-0.44402748,-0.4420787,-0.4454552,-0.4465281,-0.44540942,-0.44757435,-0.449844,-0.4486449,-0.44869888,-0.45068,-0.4525365,-0.4493469,-0.45305884,-0.4526894,-0.4523379,-0.45350924,-0.45243666,-0.45353892,-0.4518182,-0.4523448,-0.45068562,-0.45227557,-0.45097035,-0.45100787,-0.45308676,-0.4483382,-0.4526612,b
0.2784065,0.29858175,0.25880718,0.25587678,0.27669623,0.29497224,0.3094573,0.33164144,0.3113702,0.3293443,0.31714833,0.3633912,0.26379785,0.31339577,0.288187,0.2907626,0.3221318,0.31425428,0.28440064,0.25716707,0.24960479,0.36003807,0.35171956,0.27912632,0.36452496,0.30709228,0.30336428,0.3242656,0.3123605,0.30472317,0.36792973,0.29582137,0.31015974,0.2769254,0.31794837,0.3275223,0.32117462,0.26827148,0.2871649,0.3625243,0.3277485,0.30857325,0.35550204,0.35464698,0.2905854,0.35821754,0.28795302,0.33069006,0.3256776,0.29010826,0.29237798,0.32005778,0.33607715,0.26359257,0.25406966,0.33620405,0.35069332,0.32061106,0.2427948,0.2830769,0.2710725,0.31046206,0.30658525,0.24482341,0.26709506,0.25289002,0.2907059,0.24714892,0.24790709,0.30487978,0.30546057,0.31991827,0.2557868,0.315291,0.19102918,0.257499,0.26841173,0.2527392,0.18260007,0.22833137,0.14706983,0.096388906,0.09828869,0.10072246,0.1785017,0.1363581,0.17627446,0.21111375,0.19297275,0.26121345,0.3260859,0.29677114,0.30407053,0.32847074,0.34701338,0.33079603,0.24489917,0.30125996,0.347676,0.2980881,a
0.30455363,0.29634553,0.3575275,0.37114343,0.30427903,0.27114373,0.39965254,0.41832778,0.3904079,0.34640196,0.2982016,0.31920078,0.4270198,0.41221336,0.30870858,0.3704407,0.32696342,0.31831548,0.32584435,0.38620454,0.3358278,0.31738332,0.33722323,0.39942038,0.4085591,0.36521536,0.34460294,0.47740185,0.45269284,0.4454117,0.58245534,0.5345335,0.6870113,0.64859015,0.55454737,0.5742289,0.44659528,0.495802,0.38038638,0.43954837,0.45568702,0.46849814,0.3056334,0.45341596,0.33862263,0.39587975,0.32411724,0.286039,0.4308974,0.32878616,0.36825776,0.27679875,0.2727682,0.36397803,0.28834465,0.27379057,0.3340533,0.39798898,0.24062446,0.31514382,0.26864815,0.2750915,0.25329965,0.31478682,0.32198828,0.3212944,0.4184065,0.30095538,0.33928674,0.304946,0.29902473,0.3536706,0.26504275,0.32120726,0.3462212,0.31269467,0.2905549,0.27252382,0.35720947,0.33585313,0.32240522,0.3296031,0.40069863,0.41301638,0.36878955,0.39959067,0.38782746,0.3628283,0.27530733,0.4173588,0.26396325,0.26446927,0.3313397,0.3615662,0.32062343,0.40170887,0.29819778,0.3990291,0.37417936,0.3734474,b
-0.45372295,-0.45475587,-0.45217305,-0.45367664,-0.45459378,-0.455053,-0.45344117,-0.45261356,-0.45263326,-0.45283356,-0.45158365,-0.45337445,-0.45097768,-0.44894087,-0.45048383,-0.45193768,-0.4527932,-0.45057166,-0.45371768,-0.45267737,-0.44909978,-0.45334432,-0.4518537,-0.45289114,-0.45331532,-0.45266718,-0.45156714,-0.45320106,-0.4554506,-0.45420992,-0.45595527,-0.45591763,-0.45579013,-0.45611453,-0.4566369,-0.45110598,-0.4539196,-0.4529424,-0.45256215,-0.45482096,-0.4548061,-0.45186493,-0.45389223,-0.45388722,-0.45397124,-0.45398062,-0.4536944,-0.45045635,-0.45412248,-0.4557997,-0.45592445,-0.45482394,-0.45483825,-0.45235902,-0.4548495,-0.45591742,-0.4531481,-0.45472553,-0.45040467,-0.4537096,-0.45297596,-0.45055997,-0.45237803,-0.45356044,-0.45110703,-0.4522479,-0.45295554,-0.45212606,-0.44943342,-0.45063728,-0.4513755,-0.4495925,-0.44850668,-0.44837436,-0.44627512,-0.449796,-0.4504314,-0.44940647,-0.45164406,-0.45419952,-0.4531778,-0.45332733,-0.4549297,-0.45723084,-0.45382923,-0.45737022,-0.45682278,-0.4563797,-0.45808193,-0.45709237,-0.4581922,-0.45625818,-0.45693502,-0.45465502,-0.45612553,-0.45518324,-0.45508894,-0.45735568,-0.45282778,-0.45669442,a
-0.45430902,-0.4553019,-0.45276263,-0.45426992,-0.4552614,-0.45570144,-0.454031,-0.45322382,-0.45327362,-0.45344326,-0.45213032,-0.4540005,-0.45160422,-0.44959912,-0.4510916,-0.4525155,-0.45345026,-0.4511471,-0.4542842,-0.4532752,-0.44977415,-0.45401284,-0.45248243,-0.45354775,-0.45396915,-0.45325017,-0.4521583,-0.45383644,-0.4561186,-0.45486453,-0.45660213,-0.45653206,-0.45644087,-0.4568054,-0.4572052,-0.45174035,-0.45455468,-0.45352617,-0.45313823,-0.4554423,-0.4553673,-0.45244858,-0.45452076,-0.45452148,-0.45452866,-0.454619,-0.4542222,-0.4509862,-0.45479697,-0.45632115,-0.45650503,-0.4554276,-0.4554359,-0.4528957,-0.45555627,-0.45649007,-0.45370626,-0.45534065,-0.45110646,-0.45434946,-0.45370397,-0.45120147,-0.45305404,-0.45427918,-0.45171833,-0.45294115,-0.45357522,-0.4527625,-0.45004407,-0.4512515,-0.45205617,-0.45013958,-0.44905585,-0.44888502,-0.44675374,-0.4503717,-0.450942,-0.44983393,-0.45211762,-0.4546676,-0.45365074,-0.45370874,-0.4553649,-0.45766795,-0.45422134,-0.45766044,-0.45720395,-0.45685917,-0.4584816,-0.45755944,-0.45860222,-0.4566691,-0.45741668,-0.45509994,-0.4567375,-0.45569578,-0.45565838,-0.45796093,-0.4533716,-0.45729536,a
1.3721547,1.3500127,1.3593149,1.2770895,1.3652495,1.3046166,1.2800595,1.2557828,1.3746871,1.2951438,1.2893368,1.363054,1.351739,1.2611539,1.3012339,1.2576133,1.3423387,1.3496993,1.3311145,1.3290523,1.3038845,1.3402698,1.2679088,1.333182,1.3274719,1.3454189,1.3844397,1.3287241,1.4020513,1.3237246,1.3178165,1.3728542,1.2798568,1.3231326,1.2722784,1.3109113,1.4046702,1.3568093,1.2994547,1.3602407,1.306634,1.3474026,1.3738669,1.399807,1.418515,1.3826178,1.3481817,1.3982792,1.3617948,1.3415949,1.3675598,1.2835224,1.4010333,1.3089776,1.3167032,1.2996373,1.2382642,1.3806757,1.3171484,1.3717419,1.3019717,1.3241774,1.1897353,1.2757438,1.1439168,1.1495934,1.1346853,1.0615747,1.1422434,1.0884656,1.0340774,1.1705508,1.1600294,1.1787758,1.2266101,1.2644416,1.23043,1.3235266,1.3524545,1.2664486,1.3609798,1.289568,1.3070699,1.368906,1.3133278,1.276642,1.3605578,1.3287925,1.2859589,1.2985071,1.3998603,1.2948177,1.3193332,1.409936,1.2881498,1.3160812,1.3195634,1.433876,1.3440022,1.3502034,a
-0.45436412,-0.45539704,-0.4528611,-0.45439115,-0.4553685,-0.4558002,-0.45406818,-0.45332026,-0.45339933,-0.4535394,-0.45221096,-0.454045,-0.45168492,-0.44963548,-0.45113337,-0.45255262,-0.45347077,-0.45119047,-0.45434472,-0.45332244,-0.44978735,-0.45399666,-0.45250842,-0.4536073,-0.45400518,-0.45330065,-0.4522275,-0.4539388,-0.45618576,-0.45490915,-0.4567128,-0.45659497,-0.45652965,-0.45686483,-0.45730832,-0.451801,-0.4546183,-0.45357686,-0.45321703,-0.4555512,-0.4554737,-0.45250434,-0.45464668,-0.4546059,-0.45460686,-0.45474046,-0.454333,-0.45107767,-0.45490268,-0.45641342,-0.4566031,-0.45548844,-0.45552465,-0.45300597,-0.45559016,-0.45656544,-0.45375702,-0.45535725,-0.4510781,-0.45434114,-0.453646,-0.4511943,-0.45303255,-0.45425424,-0.45175952,-0.45296764,-0.45363227,-0.4528192,-0.45010915,-0.45129398,-0.45211506,-0.45016477,-0.44912437,-0.44896,-0.44683653,-0.4504962,-0.45106387,-0.44994655,-0.45223144,-0.45475495,-0.45375273,-0.45380548,-0.45543396,-0.45773646,-0.45432353,-0.45772254,-0.4572914,-0.45693356,-0.4585574,-0.45761827,-0.45870402,-0.45677266,-0.4574826,-0.4552133,-0.45678636,-0.45580125,-0.45578706,-0.45805383,-0.45345137,-0.4573829,b
-0.42693466,-0.4273183,-0.42371416,-0.42650044,-0.42603227,-0.42721438,-0.4243719,-0.42451164,-0.425732,-0.42578167,-0.4224529,-0.42485365,-0.42288452,-0.4213169,-0.4223775,-0.42429686,-0.42625904,-0.42357922,-0.42511666,-0.42546183,-0.42056486,-0.42618796,-0.42325416,-0.42334542,-0.42660704,-0.42386052,-0.42405203,-0.42595443,-0.42595184,-0.42614603,-0.4283397,-0.42800736,-0.42676783,-0.4285304,-0.42708877,-0.42259285,-0.42695886,-0.42370817,-0.4247879,-0.42551243,-0.42577323,-0.42296413,-0.4267101,-0.42636105,-0.42563492,-0.42565155,-0.42511165,-0.42184332,-0.42446807,-0.4276772,-0.42724982,-0.42567006,-0.42559284,-0.42530236,-0.42709848,-0.42577118,-0.42590877,-0.4248765,-0.42204672,-0.42553803,-0.42500627,-0.42224288,-0.4223741,-0.4232956,-0.42002273,-0.41977578,-0.4203397,-0.4189384,-0.41453153,-0.4178905,-0.41982356,-0.418272,-0.4179098,-0.41829577,-0.41730782,-0.42058757,-0.42212063,-0.42151296,-0.42316633,-0.42404187,-0.42399165,-0.42511848,-0.4264445,-0.4285297,-0.425817,-0.42836896,-0.42654952,-0.42723686,-0.42873618,-0.42702278,-0.42784235,-0.42797866,-0.4278598,-0.4252336,-0.4286997,-0.42842776,-0.42573026,-0.4288849,-0.4237,-0.4288574,b
-0.4544398,-0.45544797,-0.45291087,-0.454464,-0.45543632,-0.45588112,-0.45415252,-0.45339233,-0.45346165,-0.45363718,-0.45229706,-0.45412952,-0.45177948,-0.4497214,-0.45122886,-0.45265958,-0.45357326,-0.45131788,-0.45445845,-0.4534563,-0.44989973,-0.45412877,-0.4526074,-0.45371914,-0.45410058,-0.45339826,-0.45230666,-0.45403007,-0.45627418,-0.4549855,-0.45679936,-0.45665732,-0.45661113,-0.4569428,-0.4573952,-0.45186943,-0.45467076,-0.4536643,-0.4532914,-0.45563033,-0.45554912,-0.45257065,-0.45469534,-0.45467135,-0.45469847,-0.45479313,-0.45440927,-0.4511547,-0.4549569,-0.45650396,-0.45666867,-0.4555588,-0.45560724,-0.45306304,-0.45565835,-0.45664135,-0.45384416,-0.45542902,-0.45115235,-0.45442528,-0.45372388,-0.45126727,-0.45308432,-0.45434746,-0.45185238,-0.45304996,-0.45371976,-0.4529083,-0.4502213,-0.45141706,-0.45218778,-0.45025885,-0.4492093,-0.4490507,-0.44693437,-0.45056307,-0.4511295,-0.45001215,-0.4523013,-0.45482454,-0.4538198,-0.4538939,-0.45552212,-0.45779023,-0.45440677,-0.4578027,-0.45734182,-0.45698762,-0.45863822,-0.45770195,-0.4587866,-0.45685822,-0.4575654,-0.45527807,-0.45686665,-0.45586124,-0.45583832,-0.45810956,-0.45350727,-0.45743677,a
-0.45459843,-0.45560348,-0.45305964,-0.45460522,-0.45557418,-0.4560307,-0.45430398,-0.45355418,-0.45360684,-0.45378193,-0.45244616,-0.45428184,-0.45192194,-0.4498762,-0.45136893,-0.45279863,-0.45372063,-0.4514541,-0.45461816,-0.45360133,-0.45005125,-0.45427486,-0.4527589,-0.45385993,-0.4542525,-0.45355582,-0.45246,-0.45416802,-0.45642242,-0.45514277,-0.45694324,-0.45680672,-0.45677072,-0.45709363,-0.45754263,-0.4520145,-0.45482144,-0.45381302,-0.45344016,-0.4557746,-0.4556966,-0.45271224,-0.45485598,-0.45483133,-0.4548387,-0.45493925,-0.45455292,-0.45130157,-0.45511407,-0.45664293,-0.45681942,-0.4557146,-0.4557484,-0.45319802,-0.45579925,-0.45677975,-0.4539765,-0.45557645,-0.45127743,-0.4545548,-0.45385924,-0.45139793,-0.45322207,-0.45447013,-0.45197815,-0.4531798,-0.45383388,-0.45302054,-0.45031872,-0.45152465,-0.45231995,-0.4503885,-0.4493315,-0.44918764,-0.4470629,-0.4506985,-0.45127165,-0.45015427,-0.45243713,-0.45496088,-0.45398006,-0.454034,-0.45567092,-0.4579397,-0.45455477,-0.45795912,-0.45749655,-0.45713806,-0.45878753,-0.45784673,-0.45893195,-0.45699614,-0.45771864,-0.45542768,-0.4570205,-0.45601615,-0.45599824,-0.45825765,-0.4536618,-0.45758545,b
-0.43936595,-0.4405131,-0.43916622,-0.43982527,-0.44072673,-0.4422174,-0.43997607,-0.43916485,-0.43862435,-0.43978405,-0.43713507,-0.43934005,-0.43667927,-0.43550646,-0.4372191,-0.43805385,-0.43996105,-0.43631575,-0.4397475,-0.43891463,-0.435359,-0.4395186,-0.4385628,-0.4396677,-0.44039485,-0.4397119,-0.43822277,-0.43988708,-0.44141456,-0.439992,-0.44185245,-0.44146654,-0.44235426,-0.44295445,-0.44329035,-0.43681934,-0.4410704,-0.44002616,-0.43822464,-0.44054106,-0.44091925,-0.4381983,-0.44063753,-0.4401907,-0.4408317,-0.44072402,-0.44035482,-0.43761307,-0.44214362,-0.44347012,-0.443875,-0.44342762,-0.4439748,-0.44082314,-0.44384432,-0.44314757,-0.44057196,-0.44253048,-0.4369802,-0.44156042,-0.43961668,-0.43724537,-0.43937823,-0.43927914,-0.4370495,-0.439285,-0.4403056,-0.43869132,-0.43669066,-0.4379806,-0.4376701,-0.4360235,-0.43499133,-0.43573672,-0.43288198,-0.4362412,-0.43670598,-0.43554473,-0.43749294,-0.43995303,-0.43877962,-0.44032985,-0.44173244,-0.4426779,-0.43973598,-0.44316292,-0.4428616,-0.4426655,-0.44487864,-0.4430749,-0.44432452,-0.44203258,-0.4426912,-0.44161692,-0.44231743,-0.44221973,-0.44047785,-0.4430789,-0.43846908,-0.44334066,a
-0.44171518,-0.4425211,-0.44038796,-0.4418003,-0.44228953,-0.44301262,-0.44115737,-0.440601,-0.4403373,-0.44047144,-0.43959063,-0.44171926,-0.4393903,-0.4367475,-0.43868947,-0.44029707,-0.44100702,-0.43846825,-0.44181633,-0.44098026,-0.4372939,-0.44180512,-0.43956864,-0.44122353,-0.44118175,-0.44108206,-0.43960106,-0.44112167,-0.44375604,-0.44201103,-0.44363448,-0.4437822,-0.44392213,-0.44389543,-0.44488713,-0.43910915,-0.4418601,-0.44090682,-0.44046235,-0.44318646,-0.44245705,-0.43989736,-0.44152233,-0.44171757,-0.44148406,-0.4423221,-0.4417189,-0.43863013,-0.44227058,-0.44363326,-0.44317842,-0.44217125,-0.44199875,-0.43952483,-0.44214398,-0.4428445,-0.43989962,-0.44108763,-0.43689662,-0.44050053,-0.4405281,-0.4378457,-0.4401292,-0.44117567,-0.43933108,-0.44051686,-0.44046897,-0.44043687,-0.4373697,-0.43865222,-0.43984532,-0.43765166,-0.43646228,-0.43630767,-0.43419778,-0.43771338,-0.43877786,-0.43730107,-0.4394728,-0.44205955,-0.44119355,-0.4415936,-0.44255733,-0.44462898,-0.44205284,-0.44491547,-0.4448128,-0.44435117,-0.446195,-0.4452034,-0.44560662,-0.44395256,-0.44485617,-0.44245097,-0.4438182,-0.44313762,-0.44323125,-0.44532317,-0.4407939,-0.44434896,b
1.7367543,1.7787834,1.8111663,1.8210678,1.7393974,1.8547028,1.7005193,1.7324663,1.7303072,1.7382437,1.7809646,1.8159189,1.7947946,1.7339039,1.8156956,1.7041091,1.8019928,1.798791,1.757738,1.7578098,1.7180718,1.7497928,1.7066218,1.8115475,1.6952319,1.8291395,1.7997605,1.7119893,1.8372097,1.7569932,1.8122761,1.8031646,1.7969933,1.7336591,1.7763492,1.7515849,1.7561648,1.8114804,1.7156401,1.7315264,1.8357528,1.8161858,1.8497726,1.8058418,1.8299578,1.8548913,1.7167625,1.7272563,1.8096939,1.8627017,1.7254075,1.8588246,1.719342,1.6982796,1.796094,1.8124387,1.8221186,1.720276,1.7191014,1.7029752,1.7006505,1.7232655,1.7880771,1.7850462,1.8518771,1.7874911,1.8897312,1.8846068,1.8129153,1.7952188,1.8233922,1.9575117,1.8812921,1.8675146,2.0135183,2.0279725,2.036694,1.9533478,1.941646,1.9495059,1.8934145,1.8381245,1.8334675,1.9284775,1.855081,1.8523171,1.8646079,1.9167509,1.9085456,1.7849643,1.8957037,1.8686824,1.7757175,1.729835,1.7310566,1.7720716,1.769079,1.8882421,1.8408426,1.7786895,b
-0.44990775,-0.45062912,-0.44779816,-0.4494858,-0.45073658,-0.45137993,-0.44907266,-0.4486138,-0.448423,-0.4486845,-0.44729537,-0.44942117,-0.44671473,-0.44492087,-0.4465981,-0.4478268,-0.44879705,-0.44635397,-0.44992632,-0.44843778,-0.44510666,-0.4492251,-0.44787076,-0.44895595,-0.44937748,-0.44881746,-0.4472585,-0.44919738,-0.45128852,-0.45006928,-0.45183095,-0.45160982,-0.45193058,-0.45234618,-0.45231062,-0.44685346,-0.4496224,-0.4488611,-0.44861066,-0.45068142,-0.45085582,-0.4474027,-0.44985047,-0.45000795,-0.44954187,-0.44966742,-0.44933546,-0.44602892,-0.44980666,-0.45167822,-0.45165244,-0.45046902,-0.4509699,-0.448085,-0.45095626,-0.45182323,-0.44930425,-0.45082876,-0.44672155,-0.44936544,-0.44864255,-0.44643128,-0.44809544,-0.44944662,-0.4468855,-0.448316,-0.44895282,-0.44804904,-0.44577712,-0.44672245,-0.44758683,-0.44545594,-0.44469994,-0.44470108,-0.44252554,-0.44641036,-0.4464893,-0.44597518,-0.4482629,-0.4505764,-0.4499328,-0.4499465,-0.45152283,-0.4542668,-0.4511996,-0.4542626,-0.453181,-0.45271707,-0.45459825,-0.45341438,-0.45432502,-0.4523518,-0.45273015,-0.4506795,-0.45254785,-0.4509376,-0.45116723,-0.45309466,-0.4488726,-0.4529956,a
