@relation old

@attribute feature0 numeric
@attribute feature1 numeric
@attribute feature2 numeric
@attribute feature3 numeric
@attribute feature4 numeric
@attribute feature5 numeric
@attribute feature6 numeric
@attribute feature7 numeric
@attribute feature8 numeric
@attribute feature9 numeric
@attribute feature10 numeric
@attribute feature11 numeric
@attribute feature12 numeric
@attribute feature13 numeric
@attribute feature14 numeric
@attribute feature15 numeric
@attribute feature16 numeric
@attribute feature17 numeric
@attribute feature18 numeric
@attribute feature19 numeric
@attribute feature20 numeric
@attribute feature21 numeric
@attribute feature22 numeric
@attribute feature23 numeric
@attribute feature24 numeric
@attribute feature25 numeric
@attribute feature26 numeric
@attribute feature27 numeric
@attribute feature28 numeric
@attribute feature29 numeric
@attribute feature30 numeric
@attribute feature31 numeric
@attribute feature32 numeric
@attribute feature33 numeric
@attribute feature34 numeric
@attribute feature35 numeric
@attribute feature36 numeric
@attribute feature37 numeric
@attribute feature38 numeric
@attribute feature39 numeric
@attribute feature40 numeric
@attribute feature41 numeric
@attribute feature42 numeric
@attribute feature43 numeric
@attribute feature44 numeric
@attribute feature45 numeric
@attribute feature46 numeric
@attribute feature47 numeric
@attribute feature48 numeric
@attribute feature49 numeric
@attribute feature50 numeric
@attribute feature51 numeric
@attribute feature52 numeric
@attribute feature53 numeric
@attribute feature54 numeric
@attribute feature55 numeric
@attribute feature56 numeric
@attribute feature57 numeric
@attribute feature58 numeric
@attribute feature59 numeric
@attribute feature60 numeric
@attribute feature61 numeric
@attribute feature62 numeric
@attribute feature63 numeric
@attribute feature64 numeric
@attribute feature65 numeric
@attribute feature66 numeric
@attribute feature67 numeric
@attribute feature68 numeric
@attribute feature69 numeric
@attribute feature70 numeric
@attribute feature71 numeric
@attribute class {'a', 'b'}

@data
0.2705014,0.07451686,-1.0000639,-0.77026284,-0.52653855,-0.30204898,0.6194984,-0.40404907,-0.54340774,-0.9065974,-0.53816795,0.204311,-0.18175347,0.027685763,0.88464046,0.87022674,0.6772126,0.93754715,0.72325855,0.05738961,0.7241337,0.3753222,0.16190757,-0.15933344,0.3389497,0.11908134,1.2036854,1.2241361,1.1946424,1.1841707,1.1822416,1.1932094,1.0617405,0.950544,1.0218393,1.0479553,1.0790244,1.1441302,1.0765437,0.9542829,0.7841361,0.7650806,0.7620322,0.831153,0.84888476,0.9141823,0.99788135,1.0375222,1.079833,1.0716243,0.92810595,1.0482905,0.70695096,0.59996426,0.21046679,0.9509836,0.19076766,0.9123153,0.043614194,0.013434469,0.4783791,0.23394248,0.60168153,0.9550858,0.14026715,0.9790788,0.2614674,0.31805715,0.5769768,0.1769938,-0.14090575,-0.2822099,a
-0.112260856,0.07451686,-0.28926334,-0.040934008,-0.20079426,0.029253665,0.12403006,0.22524437,0.6908496,0.6669081,0.8197949,-0.042459324,0.18252008,-0.628532,0.7653703,-0.040266767,0.23211119,0.6010681,0.5825115,1.3123344,0.42015716,2.1524394,1.8601246,2.0590773,0.45635757,0.5619222,1.0958827,1.140058,1.1826624,1.1841707,1.1942226,1.1693128,1.1085086,1.0845448,1.0436611,1.0479553,1.0261518,0.737707,0.66115826,0.38431817,0.24526879,0.16802447,0.2203056,0.29983854,0.35902256,0.48945805,0.6231894,0.7404374,0.7942592,0.8443702,0.7063269,0.792007,0.94534796,0.635976,0.3521914,1.0792298,0.2334094,0.68545365,0.73412615,-0.06387039,0.33824784,0.2591749,-0.014988998,1.6307163,-0.3679859,0.13463892,0.2614674,1.1904489,1.1865628,0.18217121,0.29153895,2.071232,a
1.2656833,1.078909,0.8954043,0.9315044,1.2650548,1.3544643,1.2801226,1.326508,1.7072967,1.6931072,1.272449,1.6849327,1.4574777,1.2208091,1.4809902,1.1737245,1.1858997,1.341322,2.0603552,2.4196386,2.0160344,2.0751734,2.0145078,2.365065,0.9846936,1.8904444,0.89225507,0.98391336,1.0389018,1.1241989,1.1942226,1.229054,1.2254288,1.2297126,1.2400599,1.123332,1.0473009,1.0920247,1.0453898,1.0164611,0.99139297,0.8593525,0.7938986,0.82030976,0.8934176,0.9945357,1.0798451,1.1563561,1.1988221,1.2390747,0.90698445,1.0832384,0.8353186,0.6719878,0.8253336,1.9094548,0.15665427,0.78628117,1.3156102,0.06042367,-0.047113344,0.22580299,0.7615592,1.0345719,-0.66306674,0.56892234,0.24895157,1.1386969,0.617371,0.17440511,-0.4292022,-0.2822099,a
2.1843128,2.2378235,2.1590497,1.1746141,0.043513875,0.3605563,3.5097299,0.22524437,0.037419185,0.39325488,0.5611353,-0.8444627,-1.1531498,-0.3899074,-0.069519185,-0.40446407,0.10493933,0.5337723,0.019523459,-0.45935228,0.116180465,0.5298542,0.39348257,0.529139,1.1608053,0.47335386,1.2755541,1.2962028,1.3264227,1.2561369,1.1942226,1.1932094,0.71097994,0.38103992,0.24715585,0.100363255,-0.020727621,-0.12724543,-0.14884385,-0.16492046,-0.23142165,-0.3138103,-0.2576886,-0.22063291,-0.17537269,-0.07301474,-0.009103084,0.015550757,0.05652668,0.07888228,0.43174306,0.27943966,0.8536569,0.45591712,-0.027194511,2.2401948,0.189062,0.8619017,0.33435607,-0.5019311,2.0481837,0.23475644,0.5103229,-0.19746016,-0.31233013,1.0145595,0.25729546,0.82572025,0.6944873,0.1769938,0.14739072,1.0691212,a
0.6532637,0.46082157,0.18460374,0.2832122,0.3692581,0.691859,0.5369202,0.46122956,0.18262596,0.32484168,0.5611353,0.7595442,0.6682182,1.0418406,0.88464046,0.688128,0.7407985,-1.7542856,-1.5990672,-1.4928361,-1.4037026,-1.3245288,-1.2275426,-1.1537935,0.45635757,0.73905855,0.1136787,0.08307785,0.020598687,-0.01526519,-0.06380191,-0.09719847,-0.107461564,-0.18846418,-0.21110761,-0.10423045,0.032145076,0.12286123,0.2042341,0.22887325,0.24526879,0.26229644,0.26279393,0.20225,0.09182504,-0.08449382,-0.14961262,-0.25776735,-0.25284505,-0.26797932,0.16772017,-0.00014242501,0.6519365,0.2758582,0.5026375,0.4211245,0.20441303,0.35776493,0.73412615,0.9759554,0.079672135,0.2274309,0.48748332,1.5114876,0.042606924,1.8107458,0.24060768,0.78875446,0.42641616,0.1977034,1.1564283,-0.2822099,a
-1.1074427,-1.0843972,-1.0790418,-1.094409,-1.096591,-1.1303056,-1.1972187,-1.426651,-1.6324583,-1.7275567,-1.702136,-1.646466,-1.638848,-1.6426867,-1.6796634,-1.7398543,-1.802638,-1.7542856,-1.5990672,-1.4928361,-1.4037026,-1.3245288,-1.2275426,-1.1537935,-2.185322,-1.8294183,-0.26962054,-0.27725646,-0.2908822,-0.31512415,-0.327388,-0.3242146,-0.32960993,-0.13263045,0.13804552,0.25111648,0.29650858,0.31044137,0.3080805,0.30141428,0.33853427,0.3565684,0.379637,0.3215247,0.15862426,-0.038577717,-0.13790345,-0.1627001,-0.14575489,-0.184254,0.26276836,0.011506874,-0.24663608,0.23984645,-0.22560897,-0.7128416,0.2675228,0.63504004,-0.68324065,0.5970102,0.2214717,0.24370988,0.5103229,-1.0320625,-0.20626904,-0.44156715,0.25729546,-0.34979078,-0.28599155,0.21582432,1.0122801,-0.2822099,a
-1.1074427,-1.0843972,-1.0790418,-1.094409,-1.096591,-1.1303056,-1.1972187,-1.426651,-1.6324583,-1.7275567,-1.702136,-1.646466,-1.638848,-1.6426867,-1.6796634,-1.7398543,-1.802638,-1.7542856,-1.5990672,-1.4928361,-1.4037026,-1.3245288,-1.2275426,-1.1537935,-2.185322,-1.8294183,-0.18577386,-0.24122302,-0.2549421,-0.29113534,-0.30342564,-0.27642176,-0.2828419,-0.13263045,0.039846264,0.16497184,0.25421044,0.24791466,0.2042341,0.1874213,0.24526879,0.26229644,0.24154967,0.19140701,0.11409138,0.053254496,-0.044230357,-0.06763307,-0.16955258,-0.17229322,0.16772017,-0.011791725,-0.08159205,-1.3086599,-0.46108988,-1.0098326,0.24705477,1.3660383,-1.33741,-0.75961375,-0.7144053,0.24533777,0.6473609,-1.0718054,-0.46879643,-1.4889565,0.26563933,-2.2202578,-1.4647694,0.21323562,-0.14090575,-0.2822099,a
-1.1074427,-1.0843972,-1.0790418,-1.094409,-1.096591,-1.1303056,-1.1972187,-1.426651,-1.6324583,-1.7275567,-1.702136,-1.646466,-1.638848,-1.6426867,-1.6796634,-1.7398543,-1.802638,-1.7542856,-1.5990672,-1.4928361,-1.4037026,-1.3245288,-1.2275426,-1.1537935,-2.185322,-1.8294183,-0.18577386,-0.14513388,-0.1950419,-0.20717487,-0.21955736,-0.21668068,-0.1893057,-0.09913009,0.116223365,0.22958024,0.25421044,0.26875696,0.2561573,0.2703254,0.30744565,0.32514447,0.29466012,0.18056382,0.047291942,0.01881747,-0.020812249,-0.06763307,-0.05056347,-0.07660733,0.2310857,0.034805473,0.358525,-1.9208602,-0.59627336,-0.53397185,0.19588467,1.391245,-1.33741,-0.5580149,0.124714345,0.23475644,2.2918155,-1.1512914,-0.9507967,-0.10804886,-4.6405625,-0.49026063,-2.6104975,0.20288081,-0.5733504,-0.2822099,b
-1.1074427,-1.0843972,-1.0790418,-1.094409,-1.096591,-1.1303056,-1.1972187,-1.426651,-1.6324583,-1.7275567,-1.702136,-1.646466,-1.638848,-1.6426867,-1.6796634,-1.7398543,-1.802638,-1.7542856,-1.5990672,-1.4928361,-1.4037026,-1.3245288,-1.2275426,-1.1537935,-2.185322,-1.8294183,-0.07797091,-0.073067114,-0.0033612507,0.044706605,0.15185948,0.15371418,0.14976299,0.1465382,0.21442263,0.22958024,0.2647848,0.36254695,0.40154222,0.4257703,0.46288818,0.45084056,0.42212534,0.41911304,0.43695506,0.48945805,0.51780736,0.514653,0.54438204,0.6051553,0.36837754,0.30273825,0.46855435,-1.0925893,1.1894569,0.20513098,0.20100169,1.5172791,-1.33741,-0.18361704,0.049644005,0.23475644,0.8757574,-1.0718054,-0.25982463,-0.22016777,0.2739832,-2.2695456,-1.4280473,0.1977034,-0.28505397,-0.2822099,a
-1.1074427,-1.0843972,-1.0790418,-1.094409,-1.096591,-1.1303056,-1.1972187,-1.426651,-1.6324583,-1.7275567,-1.702136,-1.646466,-1.638848,-1.6426867,-1.6796634,-1.7398543,-1.802638,-1.7542856,-1.5990672,-1.4928361,-1.4037026,-1.3245288,-1.2275426,-1.1537935,-2.185322,-1.8294183,0.640715,0.611568,0.6076205,0.6084416,0.5951633,0.58385015,0.55898374,0.5262075,0.59630877,0.71414435,0.698341,0.6856015,0.66115826,0.6641191,0.67014486,0.70223254,0.64518934,0.6251331,0.55942065,0.54685324,0.5646438,0.56218654,0.5086852,0.4855478,0.6112787,0.6172682,0.15680458,1.248176,0.6574444,-0.714529,0.3135759,1.1895903,-1.33741,-0.5079942,-0.6910501,0.2770818,0.6473609,-0.8333476,0.4447989,-0.89004284,0.2823271,-0.9412428,0.36766094,0.21323562,0.8681319,-0.2822099,a
-1.1074427,-1.0843972,-1.0790418,-1.094409,-1.096591,-1.1303056,-1.1972187,-1.426651,-1.6324583,-1.7275567,-1.702136,-1.646466,-1.638848,-1.6426867,-1.6796634,-1.7398543,-1.802638,-1.7542856,-1.5990672,-1.4928361,-1.4037026,-1.3245288,-1.2275426,-1.1537935,-2.185322,-1.8294183,0.48499957,0.3953673,0.3320797,0.33257118,0.30761483,0.28514466,0.231607,0.18003856,0.31262207,0.43417415,0.45512667,0.42507365,0.4638501,0.43613315,0.47325104,0.47178978,0.48585793,0.39742687,0.33675602,0.22544006,0.201661,0.18191817,0.19931369,0.17456838,0.37893847,0.34933522,0.8169803,-1.9208602,-1.0606941,-1.146516,0.3135759,0.35776493,-0.68324065,-1.4689994,-1.1347992,0.2868492,0.19056797,-1.0718054,-0.53495336,-0.3209329,0.26981127,-1.7372388,-2.2873433,0.21323562,0.003242482,-0.2822099,a
-1.1074427,-1.0843972,-1.0790418,-1.094409,-1.096591,-1.1303056,-1.1972187,-1.426651,-1.6324583,-1.7275567,-1.702136,-1.646466,-1.638848,-1.6426867,-1.6796634,-1.7398543,-1.802638,-1.7542856,-1.5990672,-1.4928361,-1.4037026,-1.3245288,-1.2275426,-1.1537935,-2.185322,-1.8294183,0.19752525,0.2152002,0.17633931,0.1286672,0.12789701,0.12981765,0.10299495,0.1353714,0.30171102,0.44494206,0.5397229,0.5813903,0.5365425,0.5294003,0.5147023,0.5032139,0.48585793,0.37574047,0.29222313,0.28283525,0.30704325,0.3126355,0.27070698,0.29417583,0.4211821,0.32603684,0.6886127,-1.8488364,-0.25177354,-0.42935,0.20953004,-0.045544375,-0.7195834,0.13469698,-0.7461017,0.22254719,-0.014988998,-0.9128336,-0.6525656,-0.47704783,0.22809187,-1.3182935,-1.5235248,0.19511472,-1.0057952,-0.2822099,b
-1.1074427,-1.0843972,-1.0790418,-1.094409,-1.096591,-1.1303056,-1.1972187,-1.426651,-1.6324583,-1.7275567,-1.702136,-1.646466,-1.638848,-1.6426867,-1.6796634,-1.7398543,-1.802638,-1.7542856,-1.5990672,-1.4928361,-1.4037026,-1.3245288,-1.2275426,-1.1537935,-2.185322,-1.8294183,0.28137204,0.2752559,0.2841596,0.3805488,0.4274267,0.4404714,0.43037146,0.35870633,0.47628757,0.6603039,0.68776643,0.748128,0.7442353,0.63303024,0.59760517,0.5765365,0.5602125,0.48417202,0.48148817,0.5238951,0.59977126,0.64537036,0.68716884,0.7486841,0.5901568,0.54737264,0.74362755,-1.5247306,-0.28665957,0.37725082,0.19076766,0.20652395,-1.1556963,-0.26698503,0.32990667,0.21033795,0.8072384,-0.9525766,-0.761777,-0.41744033,0.24477963,-1.4908004,-1.3105367,0.18993731,-0.28505397,-0.2822099,a
-1.1074427,-1.0843972,-1.0790418,-1.094409,-1.096591,-1.1303056,-1.1972187,-1.426651,-1.6324583,-1.7275567,-1.702136,-1.646466,-1.638848,-1.6426867,-1.6796634,-1.7398543,-1.802638,-1.7542856,-1.5990672,-1.4928361,-1.4037026,-1.3245288,-1.2275426,-1.1537935,-2.185322,-1.8294183,0.76049596,0.8517907,0.9191015,0.94428355,0.93063664,0.94229674,0.9097444,0.816543,0.9236398,0.98334664,0.68776643,0.69602245,0.8273125,0.809201,0.7841361,0.62890977,0.4752358,0.4733288,0.59282047,0.7075597,0.8222445,0.8949216,0.97274286,1.0357419,0.695766,0.8153054,0.45021605,1.1761526,-1.2438459,1.4656556,0.2555831,0.7106606,0.69778347,-0.736877,1.6194485,0.24940751,1.0584745,-0.8730906,-0.9318947,0.85418695,0.27815515,0.734538,0.31625,0.19252601,0.14739072,0.1581115,a
-1.1074427,-1.0843972,-1.0790418,-1.094409,-1.096591,-1.1303056,-1.1972187,-1.426651,-1.6324583,-1.7275567,-1.702136,-1.646466,-1.638848,-1.6426867,-1.6796634,-1.7398543,-1.802638,-1.7542856,-1.5990672,-1.4928361,-1.4037026,-1.3245288,-1.2275426,-1.1537935,-2.185322,-1.8294183,1.0719266,1.1040248,1.1107821,1.1241989,1.1343167,1.1334683,1.0968168,1.0510447,1.0327501,0.9510425,0.8358101,0.75854915,0.66115826,0.6848452,0.7012335,0.6079606,0.5283463,0.5383878,0.6596197,0.776434,0.8573718,0.9305717,0.92514706,0.9639777,0.6112787,0.8968503,0.70695096,0.095799275,-0.81649166,1.3829706,0.28116816,0.8619017,-0.13809955,-0.94453907,1.1106384,0.2689423,1.2183521,-1.0320625,-0.6777683,1.5112889,0.27815515,0.17512293,-0.061986953,0.1977034,0.29153895,0.35549694,a
-1.1074427,-1.0843972,-1.0790418,-1.094409,-1.096591,-1.1303056,-1.1972187,-1.426651,-1.6324583,-1.7275567,-1.702136,-1.646466,-1.638848,-1.6426867,-1.6796634,-1.7398543,-1.802638,-1.7542856,-1.5990672,-1.4928361,-1.4037026,-1.3245288,-1.2275426,-1.1537935,-2.185322,-1.8294183,1.024014,1.0920136,1.1227622,1.1241989,1.1702604,1.1812612,1.1318927,0.7607092,0.47628757,0.3480293,0.21191213,0.07075567,0.058848966,0.05270246,0.017286347,0.031853866,0.050352063,0.104661666,0.2254237,0.3517095,0.4475526,0.419586,0.37779734,0.37790093,0.24164665,0.48912638,0.39520139,1.248176,-0.8884441,1.4234694,0.23682074,0.81148785,-0.646898,-0.82630813,1.3141625,0.24289593,0.98995566,0.23971249,0.20537393,1.4587775,0.26981127,-0.0047770557,0.33093888,0.19252601,-0.28505397,7.506924,a
-1.1074427,-1.0843972,-1.0790418,-1.094409,-1.096591,-1.1303056,-1.1972187,-1.426651,-1.6324583,-1.7275567,-1.702136,-1.646466,-1.638848,-1.6426867,-1.6796634,-1.7398543,-1.802638,-1.7542856,-1.5990672,-1.4928361,-1.4037026,-1.3245288,-1.2275426,-1.1537935,-2.185322,-1.8294183,0.401153,0.43140087,0.45188007,0.45251477,0.46337038,0.5002125,0.48883155,0.40337348,0.27988887,0.16497184,0.0744432,0.00822915,-0.0657666,-0.08201659,-0.117430426,-0.15669027,-0.11960147,-0.05798562,0.058425218,0.16804487,0.2602066,0.3126355,0.37779734,0.4137833,-0.21247284,0.197895,0.5602454,0.5279406,-1.2416656,0.4919974,0.31016454,0.5342128,0.8068118,-0.37460545,0.18643886,0.27626786,0.898597,1.8294313,-0.12331038,0.6640105,0.2823271,0.6581421,0.24647833,0.20288081,0.5798354,2.0864155,a
-1.1074427,-1.0843972,-1.0790418,-1.094409,-1.096591,-1.1303056,-1.1972187,-1.426651,-1.6324583,-1.7275567,-1.702136,-1.646466,-1.638848,-1.6426867,-1.6796634,-1.7398543,-1.802638,-1.7542856,-1.5990672,-1.4928361,-1.4037026,-1.3245288,-1.2275426,-1.1537935,-2.185322,-1.8294183,0.4370872,0.455423,0.4878201,0.53647536,0.5592198,0.55995363,0.5355996,0.41454005,0.24715585,0.111131385,0.010995917,-0.054297566,-0.08653597,-0.08201659,-0.09670488,-0.10431693,-0.09835721,-0.03629923,0.09182504,0.20248212,0.2953341,0.33640218,0.38969606,0.4018225,-0.20191188,0.2095443,0.3218486,1.1401408,-0.94077325,0.25575444,0.34939495,0.40817866,1.9334366,-0.56559384,0.024620559,0.2933608,0.8529177,2.1473749,-0.07815564,-0.08817969,0.29067096,1.0992668,0.31257787,0.21841303,0.8681319,-0.20629242,a
-1.1074427,-1.0843972,-1.0790418,-1.094409,-1.096591,-1.1303056,-1.1972187,-1.426651,-1.6324583,-1.7275567,-1.702136,-1.646466,-1.638848,-1.6426867,-1.6796634,-1.7398543,-1.802638,-1.7542856,-1.5990672,-1.4928361,-1.4037026,-1.3245288,-1.2275426,-1.1537935,-2.185322,-1.8294183,0.42510906,0.4073785,0.39197987,0.3805488,0.36752075,0.36878204,0.2900671,0.20237193,0.08349036,-0.05038999,-0.11589844,-0.13766658,-0.21115154,-0.27891344,-0.27287295,-0.24048753,-0.2576886,-0.27484867,-0.23103885,-0.14188902,-0.06764869,-0.043866195,0.008931082,-0.00484281,-0.318082,-0.00014242501,0.24849564,0.34788167,-0.6965708,-0.20154433,0.33916095,0.43338546,1.8244085,-0.8232766,-0.48252136,0.28115153,0.6245212,1.6307163,-0.26507518,0.11193129,0.27815515,0.88240105,0.09959013,0.21841303,0.003242482,-0.2822099,a
-1.1074427,-1.0843972,-1.0790418,-1.094409,-1.096591,-1.1303056,-1.1972187,-1.426651,-1.6324583,-1.7275567,-1.702136,-1.646466,-1.638848,-1.6426867,-1.6796634,-1.7398543,-1.802638,-1.7542856,-1.5990672,-1.4928361,-1.4037026,-1.3245288,-1.2275426,-1.1537935,-2.185322,-1.8294183,-0.018080419,-0.073067114,-0.07524152,-0.08723127,-0.07578314,-0.109146625,-0.14253753,-0.18846418,-0.123819225,-0.07192626,-0.04187678,-0.054297566,-0.03461276,-0.019838583,-0.0034394015,-0.10431693,-0.16208981,-0.22063291,-0.32010463,-0.33703274,-0.33695838,-0.36471784,-0.39563194,-0.48327264,-0.106863685,-0.17488125,-0.08159205,0.23984645,-1.2438459,-1.0756431,0.35451198,0.38297173,0.8068118,-0.96879154,-1.2615848,0.28603524,0.6245212,0.5576563,-0.5664567,-0.43589026,0.27815515,0.36980927,-0.26395825,0.22876783,0.5798354,-0.2822099,a
-1.1074427,-1.0843972,-1.0790418,-1.094409,-1.096591,-1.1303056,-1.1972187,-1.426651,-1.6324583,-1.7275567,-1.702136,-1.646466,-1.638848,-1.6426867,-1.6796634,-1.7398543,-1.802638,-1.7542856,-1.5990672,-1.4928361,-1.4037026,-1.3245288,-1.2275426,-1.1537935,-2.185322,-1.8294183,-0.59302914,-0.64960176,-0.7101835,-0.7349267,-0.7587108,-0.7901951,-0.77390677,-0.71330124,-0.66937095,-0.6103308,-0.5071565,-0.49198437,-0.3876905,-0.34109145,-0.2521474,-0.23001282,-0.23644455,-0.30737805,-0.4537035,-0.50921834,-0.64139557,-0.5786189,-0.46702534,-0.471312,-0.32864276,-0.55930656,-0.04491566,-1.9208602,-2.682896,-1.1515784,0.39544803,0.43338546,-1.3010672,-1.7585135,-0.8128309,0.29824448,0.19056797,-0.5154039,-0.828984,-0.6572896,0.2739832,-2.9891458,-2.7941077,0.25206614,1.3005766,-0.2822099,a
-1.1074427,-1.0843972,-1.0790418,-1.094409,-1.096591,-1.1303056,-1.1972187,-1.426651,-1.6324583,-1.7275567,-1.702136,-1.646466,-1.638848,-1.6426867,-1.6796634,-1.7398543,-1.802638,-1.7542856,-1.5990672,-1.4928361,-1.4037026,-1.3245288,-1.2275426,-1.1537935,-2.185322,-1.8294183,-0.4852263,-0.51747924,-0.5664231,-0.55501133,-0.55503064,-0.5870754,-0.5985264,-0.5122998,-0.28748482,-0.11499858,0.00042133738,0.03949241,0.090003006,0.08379137,0.11055183,0.10517642,0.08221826,-0.025456036,-0.119706534,-0.23372145,-0.23157634,-0.29341745,-0.27664283,-0.27993998,0.009306428,-0.24477683,-0.33832714,-1.128601,-1.4095546,0.254067,0.39885938,0.43338546,-1.3010672,-1.4644519,0.24816339,0.29824448,-0.037828516,0.12048358,-0.68091863,-0.18326788,0.26563933,-2.3829074,-1.6336908,0.24947743,-0.14090575,-0.2822099,a
-1.1074427,-1.0843972,-1.0790418,-1.094409,-1.096591,-1.1303056,-1.1972187,-1.426651,-1.6324583,-1.7275567,-1.702136,-1.646466,-1.638848,-1.6426867,-1.6796634,-1.7398543,-1.802638,-1.7542856,-1.5990672,-1.4928361,-1.4037026,-1.3245288,-1.2275426,-1.1537935,-2.185322,-1.8294183,-0.28159866,-0.27725646,-0.23098202,-0.15919748,-0.18361378,-0.24057709,-0.29453385,-0.2666314,-0.025619974,0.17573978,0.34938127,0.3938102,0.40154222,0.4257703,0.44216263,0.33561918,0.284038,0.21309319,0.19202408,0.12212876,0.13140646,0.122501224,0.044627722,0.019078545,0.34725583,0.06975315,-0.35666525,0.5639523,-0.12531157,-0.21673137,0.38691968,0.5342128,-1.3010672,-0.93696016,0.3115561,0.28603524,-0.12918724,0.59739923,-0.19996838,0.18289262,0.26981127,-1.128536,0.19139525,0.23394522,-0.8616469,-0.2822099,a
-1.1074427,-1.0843972,-1.0790418,-1.094409,-1.096591,-1.1303056,-1.1972187,-1.426651,-1.6324583,-1.7275567,-1.702136,-1.646466,-1.638848,-1.6426867,-1.6796634,-1.7398543,-1.802638,-1.7542856,-1.5990672,-1.4928361,-1.4037026,-1.3245288,-1.2275426,-1.1537935,-2.185322,-1.8294183,0.077744275,0.10709999,0.14039905,0.14066161,0.16384071,0.20150702,0.19653103,0.1353714,0.24715585,0.44494206,0.50799936,0.5188636,0.54692715,0.49831116,0.39034843,0.3670431,0.3477706,0.25646576,0.19202408,0.20248212,0.21337016,0.18191817,0.15171787,0.102803856,0.38949943,0.2677906,-0.13660672,0.6719878,-0.5853715,-0.2656674,0.3528063,0.5342128,-1.33741,-1.2764951,0.41331816,0.27463996,-0.12918724,-0.23720309,-0.4309925,0.23824249,0.2614674,-1.0989634,0.38234982,0.22359042,-0.5733504,-0.2822099,a
-1.1074427,-1.0843972,-1.0790418,-1.094409,-1.096591,-1.1303056,-1.1972187,-1.426651,-1.6324583,-1.7275567,-1.702136,-1.646466,-1.638848,-1.6426867,-1.6796634,-1.7398543,-1.802638,-1.7542856,-1.5990672,-1.4928361,-1.4037026,-1.3245288,-1.2275426,-1.1537935,-2.185322,-1.8294183,0.18554711,0.25123376,0.30811954,0.33257118,0.40346447,0.42852315,0.39529547,0.3252062,0.44355434,0.5203188,0.5397229,0.5501269,0.5053886,0.4775853,0.46288818,0.37751782,0.284038,0.20225,0.19202408,0.19100304,0.201661,0.17003474,0.24690929,0.29417583,0.36837754,0.34933522,-0.06325394,0.7079995,-0.85573846,-0.18804473,0.36474597,0.76107424,-1.33741,-1.0658015,0.68357146,0.2884771,0.030690473,-0.356432,-0.58850896,0.090642884,0.26981127,-1.2073963,0.35297206,0.22359042,0.003242482,-0.2822099,a
-1.1074427,-1.0843972,-1.0790418,-1.094409,-1.096591,-1.1303056,-1.1972187,-1.426651,-1.6324583,-1.7275567,-0.15017849,0.14261849,0.24323228,0.26631048,0.34792563,0.32393068,0.4228689,-0.4083692,-0.5434646,-0.5331726,-0.11180197,-1.3245288,-1.2275426,-1.1537935,-0.13068235,0.47335386,0.31730622,0.35933396,0.40395996,0.41653177,0.41544545,0.45241967,0.4537556,0.35870633,0.3453551,-2.1178637,0.5925956,0.6334959,0.5157733,0.4257703,0.33853427,0.33561918,0.30528226,0.26730895,0.28108987,0.31727248,0.36558887,0.33640218,0.34210047,0.33005798,0.41062135,0.38428313,0.23015754,-1.6327659,-0.9037068,0.14944516,0.2965192,0.937522,-1.192039,-0.044165224,0.680235,0.26812837,0.35044545,0.6371422,-0.10650864,-0.30957907,0.26563933,-1.816099,-1.4647694,0.21064691,-0.71749866,-0.2822099,a
-1.1074427,-1.0843972,-1.0790418,-1.094409,-1.096591,-1.1303056,0.041452,-0.4827107,-0.39820096,-0.08563796,-0.47350302,-0.35092217,-0.12104127,0.14699812,-0.12915424,-0.22236541,-0.53091985,-0.5429609,-0.6138381,-0.385532,-0.11180197,-0.2428055,-0.14685912,-1.1537935,-0.42420232,-0.14662322,0.31730622,0.29927826,0.30811954,0.3085826,0.3315773,0.36878204,0.4771395,0.5038742,0.6726861,0.73568064,0.67719203,0.57096916,0.578081,0.40504426,0.33853427,0.29372054,0.284038,0.3215247,0.32562274,0.37466767,0.4358434,0.44335264,0.47298855,0.46162623,0.4211821,0.4308801,-0.008239268,0.5639523,-0.369514,0.11400872,0.19759035,0.937522,-0.065414034,-0.21696423,0.052980464,0.22987273,0.25908694,-0.7936047,-0.36693582,-0.37770197,0.24477963,0.290949,0.19873956,0.19511472,-0.8616469,-0.2822099,a
-1.1074427,-1.0843972,-1.0790418,-1.094409,-1.096591,-1.1303056,-1.1972187,-0.08940226,-0.47080436,-0.29087794,-0.15017849,-1.1529255,0.00038329622,0.26631048,0.5864654,0.6274285,0.35928303,-0.071890116,-0.47309104,-0.2378914,-0.18779615,-0.39733735,-0.45562583,-0.6948119,0.10413367,0.030513048,0.4610435,0.4674342,0.4279199,0.5004924,0.5112951,0.5360573,0.5122157,0.43687364,0.37808812,0.4126379,0.4868502,0.48760018,0.55731183,0.5294003,0.5147023,0.5136884,0.43274748,0.33236793,0.2588235,0.27135637,0.33046138,0.33640218,0.42539296,0.44966546,0.4211821,0.4425294,0.10179008,1.0681174,-0.674767,0.03469859,0.20953004,0.63504004,-0.101756744,-0.44281557,-0.47584847,0.24126802,0.23624721,-0.19746016,-0.08340621,0.005489284,0.24895157,0.50288594,0.52189374,0.19511472,0.003242482,-0.2822099,a
