-0.36829042,-0.3684374,-0.368621,-0.36884987,-0.36913425,-0.3694862,-0.36991996,-0.3704511,-0.37109622,-0.37187132,-0.37272456,-0.37411726,-0.37301645,-0.37207127,-0.37122113,-0.37047276,-0.36981794,-0.36927235,-0.3683086,-0.36755565,-0.3670972,-0.36640096,-0.3655432,-0.36471075,-0.3643726,-0.36400482,-0.36311102,-0.36362365,-0.363871,-0.36465463,-0.3651563,-0.36581504,-0.36640498,-0.36676383,-0.36699045,-0.3670101,-0.36713094,-0.36712065,-0.3670902,-0.36723104,-0.3673077,-0.3675954,-0.3676997,-0.36782146,-0.367747,-0.3676569,-0.3679165,-0.3680132,-0.36798218,-0.36788476,-0.36773577,-0.36733097,-0.36696628,-0.36660665,-0.36633262,-0.36597955,-0.3659735,-0.36603296,-0.36603823,-0.3661536,-0.36626947,-0.36647844,-0.3666327,-0.36687362,-0.36680213,-0.36673585,-0.36678693,-0.366567,-0.36613035,-0.3657944,-0.36584836,-0.36552835,-0.3650926,-0.36567962,-0.36593914,-0.3659639,-0.36603948,-0.36577746,-0.36514562,-0.36423597,-0.36450985,-0.36452085,-0.36437076,-0.3649569,-0.36537683,-0.36565238,-0.36576837,-0.36578807,-0.36622953,-0.36658233,-0.36684328,-0.36703846,-0.36718592,-0.36729845,-0.36738515,-0.3674525,-0.36750525,-0.3675468,-0.36757967,-0.36760587
-0.41869822,-0.41875234,-0.41881672,-0.4188926,-0.41898054,-0.41908026,-0.4191899,-0.4193044,-0.4194135,-0.4194984,-0.41945484,-0.41960096,-0.4196729,-0.41968083,-0.4196411,-0.4195589,-0.41946018,-0.4193166,-0.41850904,-0.4178441,-0.4175031,-0.4168464,-0.41598526,-0.4151109,-0.41462752,-0.41406816,-0.41297457,-0.4134952,-0.41371146,-0.41467735,-0.41530302,-0.41602892,-0.41671297,-0.41709614,-0.41739053,-0.41745234,-0.41760075,-0.41758758,-0.41758963,-0.41784006,-0.41800183,-0.41831395,-0.4184246,-0.4185328,-0.41848963,-0.41841328,-0.4187238,-0.41885677,-0.41886625,-0.41880178,-0.418676,-0.418186,-0.4177719,-0.41734245,-0.41692665,-0.41647175,-0.4165059,-0.4165785,-0.41657302,-0.4166627,-0.41683257,-0.41706887,-0.4172504,-0.4175031,-0.4174943,-0.41751048,-0.41760153,-0.417409,-0.41697723,-0.4166082,-0.4168914,-0.41679505,-0.41655394,-0.4174276,-0.41798174,-0.4183317,-0.41815746,-0.41768,-0.41676766,-0.4155138,-0.41565916,-0.41553327,-0.41526595,-0.41579312,-0.41614944,-0.41635463,-0.4163907,-0.41631803,-0.41675594,-0.4171572,-0.41745424,-0.41767648,-0.41784447,-0.41797274,-0.4180716,-0.41814843,-0.41820857,-0.41825598,-0.41829348,-0.41832334
-0.25642833,-0.25642675,-0.25642493,-0.25642243,-0.2564183,-0.25641057,-0.25639638,-0.25637046,-0.25632405,-0.25624287,-0.25605723,-0.2564081,-0.25653344,-0.2564855,-0.25620517,-0.2558485,-0.25543675,-0.2551704,-0.25479203,-0.2545764,-0.25443175,-0.2541002,-0.2536055,-0.25314537,-0.25334764,-0.25357473,-0.25325632,-0.2538575,-0.25425696,-0.25470605,-0.25498757,-0.25554043,-0.2559567,-0.2562885,-0.25638735,-0.25633126,-0.2564054,-0.2564127,-0.2563203,-0.2562288,-0.25612596,-0.25636664,-0.25646332,-0.2566211,-0.25648463,-0.2563714,-0.25652727,-0.25655353,-0.25644413,-0.25628683,-0.2561014,-0.25590056,-0.25566468,-0.25548255,-0.25554845,-0.2554536,-0.25540185,-0.2554837,-0.25557405,-0.25581953,-0.25590685,-0.25616392,-0.25638893,-0.2567613,-0.2567436,-0.25672823,-0.25697067,-0.25702757,-0.25698677,-0.25721246,-0.25737253,-0.25730023,-0.25733048,-0.2583817,-0.25932145,-0.2602451,-0.26159686,-0.26289004,-0.26431283,-0.26598376,-0.26888144,-0.27206305,-0.27566457,-0.2806283,-0.28629503,-0.29284585,-0.3004563,-0.30941507,-0.32041228,-0.31012884,-0.30147365,-0.29419822,-0.28808823,-0.28296077,-0.27866015,-0.2750545,-0.27203253,-0.26950034,-0.26737893,-0.26560196
-0.09399639,-0.09396761,-0.09393631,-0.09390281,-0.0938676,-0.09383124,-0.09379481,-0.09375952,-0.09372675,-0.093697704,-0.09365142,-0.09456705,-0.0952106,-0.09570705,-0.09596329,-0.09633589,-0.09690794,-0.098184384,-0.10035149,-0.10330263,-0.1068695,-0.111370295,-0.11703043,-0.12441478,-0.13477859,-0.14791271,-0.16391139,-0.14875822,-0.13702855,-0.12755838,-0.12014567,-0.114786595,-0.11048421,-0.107287675,-0.104498945,-0.102228686,-0.100598074,-0.0993564,-0.09818554,-0.09699024,-0.09602775,-0.095731,-0.09544943,-0.09537135,-0.09491745,-0.09458984,-0.09444905,-0.094253324,-0.093929514,-0.09359811,-0.093281515,-0.093304895,-0.093185015,-0.09318808,-0.093671575,-0.09386719,-0.09365046,-0.09365188,-0.09373495,-0.09401629,-0.09387857,-0.09398887,-0.09405897,-0.094316445,-0.09400931,-0.093628384,-0.09362728,-0.09346537,-0.09326135,-0.09342796,-0.092664294,-0.091665186,-0.090842426,-0.09072416,-0.090453275,-0.09005769,-0.0901544,-0.090000324,-0.09003835,-0.09031261,-0.09075607,-0.091088794,-0.09124074,-0.0918844,-0.09244017,-0.09293061,-0.093347125,-0.09376089,-0.094140075,-0.0941667,-0.09418194,-0.09419032,-0.09419456,-0.094196476,-0.09419714,-0.094197236,-0.09419707,-0.09419688,-0.09419669,-0.094196655
-0.4210396,-0.42109358,-0.42115766,-0.421233,-0.42132023,-0.42141876,-0.4215267,-0.4216387,-0.42174423,-0.42182392,-0.42177263,-0.42190325,-0.42195818,-0.42194587,-0.42188233,-0.42176875,-0.42162874,-0.42142797,-0.42067355,-0.42004797,-0.4197393,-0.41910523,-0.4182599,-0.41739586,-0.41691527,-0.41635436,-0.4152571,-0.41578233,-0.41600034,-0.4169771,-0.41761035,-0.41834083,-0.41903034,-0.41941547,-0.41971362,-0.41977787,-0.41992795,-0.4199149,-0.4199186,-0.42017424,-0.42033997,-0.42065322,-0.42076415,-0.4208716,-0.42082974,-0.42075378,-0.42106634,-0.42120063,-0.4212115,-0.42114794,-0.42102242,-0.42052755,-0.4201099,-0.41967565,-0.41925135,-0.4187893,-0.41882214,-0.41889137,-0.41888037,-0.4189626,-0.419127,-0.41935456,-0.4195247,-0.41976207,-0.41973606,-0.41973063,-0.41979167,-0.41956034,-0.4190785,-0.41864493,-0.4188575,-0.41866922,-0.4183086,-0.41903242,-0.41939482,-0.41950113,-0.41957256,-0.41928962,-0.41852778,-0.4173884,-0.41762936,-0.41757795,-0.41736925,-0.41794422,-0.4183378,-0.41857162,-0.41862935,-0.41857257,-0.41902614,-0.41944218,-0.4197508,-0.41998222,-0.4201575,-0.4202915,-0.4203949,-0.4204753,-0.4205383,-0.42058796,-0.42062724,-0.42065853
-0.39324695,-0.39329234,-0.39334637,-0.39340997,-0.39348352,-0.39356643,-0.3936567,-0.39374924,-0.39383408,-0.393893,-0.39382732,-0.39400572,-0.39408624,-0.39408565,-0.39400852,-0.39388368,-0.39373633,-0.3935741,-0.3928346,-0.39224106,-0.39193195,-0.39132765,-0.39052573,-0.3897184,-0.38934517,-0.38891235,-0.3879442,-0.3884824,-0.3887334,-0.38962582,-0.3902069,-0.39091724,-0.39157364,-0.3919664,-0.39225203,-0.39232242,-0.39249262,-0.39252388,-0.39256224,-0.3928228,-0.3930218,-0.39341962,-0.39364767,-0.39391115,-0.39403656,-0.39418054,-0.3947474,-0.39521033,-0.39563012,-0.39608127,-0.39660117,-0.39549232,-0.39456993,-0.39374357,-0.3930474,-0.39236045,-0.39214805,-0.3920296,-0.39187908,-0.39185873,-0.39190143,-0.39204106,-0.39213955,-0.39232746,-0.39223632,-0.3921656,-0.3921942,-0.3919468,-0.3914707,-0.3910736,-0.39119178,-0.39092526,-0.39051774,-0.39116392,-0.3914675,-0.39152712,-0.39159742,-0.3913227,-0.3906267,-0.3896056,-0.3898624,-0.38984248,-0.38966346,-0.39024353,-0.39065027,-0.39090544,-0.39099324,-0.39097613,-0.3914231,-0.3918059,-0.39208943,-0.39230174,-0.39246237,-0.39258504,-0.39267963,-0.39275318,-0.39281076,-0.39285615,-0.39289206,-0.3929206
-0.4218321,-0.42188728,-0.4219529,-0.42203024,-0.42211998,-0.4222217,-0.42233366,-0.4224508,-0.42256287,-0.42265084,-0.4226099,-0.42275187,-0.42282256,-0.4228313,-0.4227959,-0.4227186,-0.42262536,-0.42248353,-0.42166692,-0.4209923,-0.42064628,-0.4199818,-0.41911173,-0.41822705,-0.4177276,-0.4171496,-0.41603664,-0.41655022,-0.4167685,-0.41774875,-0.41838458,-0.4191167,-0.41980818,-0.42019424,-0.42049387,-0.42055914,-0.42070994,-0.42069715,-0.42070165,-0.42095917,-0.42112643,-0.42144015,-0.42155132,-0.42165864,-0.42161736,-0.42154172,-0.42185512,-0.42199,-0.4220015,-0.4219385,-0.42181337,-0.4213172,-0.42089877,-0.42046344,-0.4200369,-0.41957322,-0.41960666,-0.41967604,-0.41966483,-0.41974658,-0.41991168,-0.42013952,-0.4203099,-0.42054722,-0.4205219,-0.42051736,-0.42057857,-0.42034706,-0.41986454,-0.41942954,-0.41964447,-0.41945815,-0.41909862,-0.41982448,-0.42018843,-0.42029592,-0.42036733,-0.42008406,-0.4193203,-0.4181775,-0.418418,-0.41836566,-0.41815606,-0.41873088,-0.41912404,-0.41935727,-0.4194141,-0.41935617,-0.4198099,-0.42022693,-0.42053625,-0.4207682,-0.4209439,-0.4210782,-0.42118186,-0.42126244,-0.4213256,-0.4213754,-0.42141476,-0.4214461
0.96237874,0.9628258,0.963359,0.96399355,0.9647447,0.96562886,0.9666616,0.967854,0.96921027,0.97071815,0.97219753,0.9705933,0.97042763,0.9713525,0.97402185,0.97717744,0.9808751,0.98324215,0.9818646,0.98055595,0.98157626,0.98242366,0.98389447,0.98594135,0.98646694,0.987711,0.99149466,1.0022234,1.0154873,1.0383174,1.0651054,1.0967251,1.1375151,1.1869018,1.2509465,1.3310642,1.4316208,1.5577201,1.4325103,1.3360535,1.2594631,1.1971642,1.1475959,1.1078113,1.077734,1.0536453,1.0353606,1.0208696,1.0098196,1.001159,0.9942916,0.9863771,0.9806422,0.9753577,0.96887285,0.9641407,0.96327966,0.9620043,0.9604351,0.95857537,0.95895404,0.9586397,0.95843196,0.95774496,0.9586723,0.96003836,0.96005994,0.95985484,0.95904887,0.95685494,0.9607009,0.9642626,0.9665333,0.96933573,0.9716237,0.97361773,0.97342205,0.9731463,0.970515,0.9656683,0.9645644,0.9629861,0.96166545,0.960797,0.9597148,0.9583938,0.95681727,0.95488304,0.95474297,0.9559728,0.95690423,0.95761544,0.95816284,0.9585871,0.9589177,0.95917684,0.95938075,0.9595418,0.95966923,0.9597703
-0.029836556,-0.029757235,-0.029662978,-0.02955108,-0.029418275,-0.029260555,-0.02907343,-0.028851375,-0.028587785,-0.02827465,-0.02789066,-0.028527394,-0.02872723,-0.02860125,-0.027984885,-0.02724489,-0.026396068,-0.025958154,-0.026179088,-0.026590716,-0.026720183,-0.0268425,-0.02685937,-0.026977396,-0.028136855,-0.029461922,-0.030225608,-0.030938927,-0.031593785,-0.031320773,-0.031121105,-0.031431817,-0.03147343,-0.031732727,-0.031557687,-0.031335894,-0.031305265,-0.031340063,-0.03111455,-0.030544335,-0.030070838,-0.030210793,-0.030287301,-0.030514175,-0.030247841,-0.030084983,-0.03002825,-0.029911399,-0.029645266,-0.029372394,-0.02912427,-0.029356597,-0.029411022,-0.029631713,-0.030448947,-0.030964345,-0.030939676,-0.031232473,-0.031722244,-0.032539994,-0.032987174,-0.03390377,-0.035024866,-0.036667418,-0.038097214,-0.03996393,-0.04294222,-0.04665544,-0.051483493,-0.05816995,-0.0656562,-0.075421035,-0.08860007,-0.10665726,-0.08820107,-0.07369289,-0.062880166,-0.054302108,-0.047919627,-0.04336429,-0.039964035,-0.037364844,-0.03526514,-0.03413367,-0.03333696,-0.03280656,-0.03246476,-0.032329854,-0.032202415,-0.031773422,-0.031437162,-0.031174084,-0.030968457,-0.030807981,-0.030682879,-0.030585483,-0.030509686,-0.030450787,-0.030405015,-0.030369578
-0.41170633,-0.41175804,-0.41181955,-0.41189206,-0.41197604,-0.41207108,-0.4121754,-0.41228387,-0.41238627,-0.412464,-0.4124143,-0.41256925,-0.41264352,-0.41264898,-0.4125989,-0.41250488,-0.41239265,-0.41224375,-0.41145468,-0.4108091,-0.4104765,-0.4098338,-0.40898842,-0.40813187,-0.40767798,-0.40715247,-0.4060922,-0.40661624,-0.4068403,-0.4077838,-0.40839452,-0.40911278,-0.40978512,-0.41016585,-0.4104515,-0.41050792,-0.41065273,-0.41063994,-0.41063735,-0.41087234,-0.4110219,-0.41132993,-0.4114388,-0.41154763,-0.41149876,-0.41141874,-0.41172007,-0.41184542,-0.4118462,-0.41177335,-0.41163978,-0.41115606,-0.4107421,-0.41031435,-0.4099086,-0.40945628,-0.40947092,-0.4095249,-0.40950063,-0.40956947,-0.4097022,-0.40989897,-0.4100335,-0.41023234,-0.41015136,-0.41007903,-0.41007155,-0.4097627,-0.40919426,-0.4086658,-0.40871304,-0.40833753,-0.40776864,-0.40823367,-0.40829816,-0.40805632,-0.40773335,-0.4069834,-0.40568995,-0.40393847,-0.4033918,-0.40415215,-0.4046237,-0.4057587,-0.4066251,-0.40725893,-0.40765616,-0.40788886,-0.40856925,-0.40916514,-0.4096258,-0.4099855,-0.41026887,-0.4104939,-0.41067383,-0.4108186,-0.41093567,-0.4110307,-0.41110814,-0.41117138
