-0.35285392,-0.5320698,-0.5900149,-0.20650133,-0.24664517,-0.41724175,-0.59703654,0.573587,0.8687542,-0.06264249,-0.0022713405,-0.99065673
-0.2847846,-0.42220497,0.75296986,-0.1500269,1.0451093,-0.37534449,-0.6148683,1.2929294,-0.080618724,0.13316943,-0.06318802,0.21349798
-0.25304523,1.3621185,1.2875572,0.99493045,0.094801605,1.4095204,-0.011732131,-0.16744998,-1.794099,-0.0800056,0.24460098,1.9069631
1.3686333,1.1025283,0.45630813,0.8386704,-0.458092,1.0019829,1.3095559,0.19511801,-2.2518182,-0.84533775,1.0511098,1.7284448
-0.8242086,0.30910382,0.2371022,0.19949841,-0.06094298,0.38962242,-0.40156606,-1.5085496,-0.1965711,0.3742701,-0.38226312,0.5664857
0.59725016,0.8186717,0.626614,0.163561,0.34668055,0.44298005,1.3460288,-1.8848163,-0.24608354,0.8084297,-0.879598,1.0937268
-0.035003193,0.6940224,1.7346538,1.3554935,1.1008474,0.5422536,0.5665534,-1.6896354,0.56290597,-0.08358497,0.14157414,-1.2164457
0.60545504,0.23071218,1.2860376,0.8438385,1.0464764,0.039237913,0.9081345,-0.87857115,-0.50282836,-1.7217802,1.8757739,-1.5514826
2.0222192,-0.00014470155,-2.5158908,-1.814889,-1.6466364,-0.5250486,1.8714843,1.2867887,0.20567402,0.35774273,-0.3868114,0.18496147
1.7204251,0.87686926,-1.713367,-1.8271179,-1.3692925,0.34053135,1.6118851,1.1682758,0.5280366,-0.2688695,0.2903839,-0.98177284
0.27102837,-0.023993408,0.7173775,0.06591055,0.51460963,0.16165791,-0.06592739,-0.3599025,-0.12365631,0.05172413,-0.020432316,0.19475177
0.977458,1.224043,2.7438648,2.1889617,1.4505664,1.1430297,1.0806973,-0.38280705,-0.96621245,-1.0456561,1.1537372,0.05690135
-0.45426208,-0.10147604,1.6673846,0.73600936,1.3754147,-0.024235634,-0.15791711,-0.8385918,-0.43544155,-1.1143407,1.1918726,-0.83059657
-1.3503802,0.5329344,1.205268,0.7514413,0.5022211,0.7389155,-0.89457446,-1.4707209,-0.04321751,-0.14035626,0.088263266,-0.067458145
-0.34996665,-0.8574588,-0.6245553,-1.0191026,0.1635949,-0.7662123,-0.7648515,0.75329953,-0.34036374,-0.99113446,1.1081672,-0.56861174
0.006723907,-2.3558881,-1.6118498,-2.4333053,0.6923613,-2.594165,-0.12487267,0.6301488,0.76923853,-0.14540812,0.12965536,-1.0548549
1.1407038,1.8196795,0.41440377,1.7863493,-1.4383656,2.0680695,0.84372157,-0.68364936,0.4717957,-0.24852629,0.21276608,-0.72438
0.6291765,2.594297,1.2203758,2.039083,-0.87738895,2.4930456,0.92622876,0.12386779,1.4148227,0.9514641,-1.0536857,-0.77651286
-0.24631514,0.07307996,0.23003046,0.5303477,-0.21642046,0.43700182,-0.6496127,-0.09202303,0.49153116,0.4512418,-0.48885572,-0.00050840504
0.76415193,0.9165731,0.14933099,0.20150991,-0.38559052,0.7795725,0.9476706,-0.7410403,2.0576663,2.0142958,-2.21495,-0.38583168
1.2119305,-0.059238434,0.040129256,-0.36572173,0.69776684,-0.70380044,1.7375605,0.12161361,1.7759709,0.9329235,-1.0655228,-1.1712159
1.266955,-0.2180043,1.1897804,-0.06172779,1.5443534,-0.5448934,1.2782027,0.2737034,1.112083,-0.21756905,0.09937152,-1.2298316
-1.6697265,-2.3324578,-0.026860133,-1.0460842,1.3885183,-1.8814148,-2.09234,-0.25528005,0.12330258,0.43883455,-0.38010564,0.061745476
-0.8230454,-0.8367448,0.38670132,-0.32951984,0.81748784,-0.6942005,-0.63799477,-0.5804235,0.40385672,1.6605493,-1.7245834,0.9697124
0.7582527,0.3230263,0.12668687,0.5702377,-0.23145919,0.25845084,0.6241837,0.9364063,1.1844804,0.8190578,-0.88315505,-0.5263232
0.8042,-0.70890874,-0.3961561,-0.79512167,0.3451872,-0.84395427,0.5491374,0.41491348,1.5544432,0.7273379,-0.8172052,-0.9808124
-1.2757471,-1.4304744,0.033058118,-0.4105616,0.94631624,-1.2249246,-1.1287278,-1.6771208,-0.075559095,0.017762478,-0.016378824,0.0149014285
-1.5120059,-1.1835269,-1.5193622,-1.1327795,-0.4165514,-1.1512507,-1.0717537,-1.419056,-0.5848991,-0.8505581,0.82565016,-0.21148527
0.4627525,-0.004148001,-0.90505725,-0.50128466,-0.7098174,0.004124301,0.0773192,0.34513757,-0.4162992,-0.6340636,0.70025223,-0.113525346
-0.12305919,1.2396634,-0.8150535,0.0020040327,-1.6957068,1.3779423,-0.40977082,1.1243582,0.9104134,0.32274497,-0.33581838,-0.765288
0.04885066,0.5458121,0.6016876,0.03005564,0.031859737,0.71934354,-0.10964461,-0.37179524,-0.46941105,0.6628437,-0.69475204,1.3819131
-1.5661789,0.18058604,-0.009031793,0.6814639,-0.56416243,0.60461587,-1.6433312,-0.28875333,-0.70010096,-0.75940007,0.7848616,0.3128445
0.061857987,-0.18985896,-1.8191799,-1.1759937,-0.9235148,-0.55722195,0.26665252,0.09466709,-0.4399408,-1.4662848,1.5130792,-0.7870775
-0.09544095,0.47439736,-0.9734368,-0.5379961,-1.0322775,0.39619598,-0.023466052,0.24069129,-0.103374824,0.346506,-0.39188448,0.5891456
0.94590557,1.0128027,0.45753545,1.5788436,-0.5742794,1.0344788,0.43177631,2.5863621,1.6201122,1.5365003,-1.7005882,-0.18501966
1.5615413,1.2698853,-0.46143806,0.67156416,-1.0290805,0.825538,1.5674483,2.1591043,1.3144685,1.5015025,-1.6979643,0.13766374
1.038631,-0.91199934,-0.58612835,-0.27308175,0.1918404,-1.0226814,0.82715887,-0.8277614,1.3012365,0.32934657,-0.29335338,-1.5646884
0.70335275,-0.37581414,-1.107595,-0.56145936,-0.59083253,-0.5107107,0.48702177,0.5317163,0.50417006,-0.05079241,0.07530364,-0.7753123
0.82825387,0.59437096,-2.6424806,-2.6575046,-1.6885345,-0.091787286,1.1399903,0.5282184,1.2300662,1.1324458,-1.170162,-0.34726477
-0.5769406,1.0869341,-1.911843,-1.926382,-1.8559588,0.81010866,-0.124260046,-0.092445366,0.7109116,0.836662,-0.84306616,-0.10191024
1.1695559,-0.15799138,-0.7490702,0.3031154,-0.7046222,-0.14711207,0.43168882,2.5804288,0.4677873,-0.24080102,0.18913262,-0.21686362
2.031982,0.23390155,-0.32847795,0.66382396,-0.40843257,-0.011972302,1.7557422,0.641031,0.5484674,1.0919702,-1.1792294,0.6181083
1.1797341,0.32093662,1.0638628,1.5347558,0.3398027,0.42839414,0.62223643,1.4163651,-0.5145264,-0.85435057,1.0057147,-0.19944699
0.5337506,0.15665922,1.793653,1.1314882,1.3872143,0.061766703,0.5007183,1.319565,-0.3911237,-0.34989107,0.39519802,0.21114494
0.5557065,-0.9920601,-0.038654134,-0.39209667,0.4502901,-0.74686366,-0.2331166,0.69904375,-0.5115406,-1.0524215,1.1285176,-0.38220006
-0.18011737,-1.8560113,0.85869503,-0.43060365,1.9993017,-1.778222,-0.33973488,-0.03757812,-0.3536366,-0.3009176,0.37855023,0.019328188
1.3525766,-0.119468175,-0.37619746,-0.49063277,-0.06722139,-0.326055,1.0220823,1.2204847,-0.95784783,-1.0060699,1.013091,0.35552323
0.45444375,-0.91884303,0.930026,0.46764955,1.3971632,-0.93266046,-0.025264539,1.8450998,-0.7436825,-2.1797943,2.2557578,-1.0082744
-0.5801602,-0.116691515,1.9208857,0.5220737,1.746146,-0.06582534,-0.28438002,-0.48815754,1.1623113,1.4297513,-1.5630909,0.047096055
0.9721404,0.026111314,1.5001181,0.6916305,1.0693606,0.16000831,0.48015165,0.74451596,-1.2050829,-0.7888029,0.9017169,0.58578414
0.24664223,0.720065,-1.0618918,0.7760207,-1.8531404,0.9712483,-0.14240463,0.3488945,0.24257828,0.25223443,-0.24000752,0.035658944
2.0446944,2.0824044,-0.5646502,0.8713054,-1.8969525,1.8007604,2.2051888,-0.8343685,-0.8889477,0.5260832,-0.44935,1.4200898
