-0.34338102,-0.08416375,0.27834553,-0.5778139,-0.8158515,-0.41097194,-0.13206187,-0.035424013,-0.6361624,0.4575854,0.7995832,-0.10743225,1.1289521,0.7432762,-0.1466391,-0.040691763,0.11517743,0.9126055,-0.81904656,-1.163495,0.48375443,1.7328109,-0.11335335,-0.032691848,0.52214795,0.45677146,-1.531916,-1.5628635,0.039156992,1.5551542,-0.047778443,-0.029840779,0.86676496,0.05383976,-1.4779326,-1.7444277,-0.009230708,1.4529938,-0.07872061,0.86007935,0.6762357,-1.1147611,-1.0863128,0.60021293,0.8050346,-0.089871906,-0.057603493,0.63075143,1.103464,-0.9234702,0.065247394,0.482858,-0.7618304,-0.19789894,-0.018867927,-0.3031022,0.04770292,0.23240963,-0.31604958,-1.1557635,-0.5172435,-0.17913619
-0.34338102,-1.1542997,0.043359555,0.3186151,-0.10545366,-0.41097194,-0.13206187,-0.035424013,-0.6361624,-1.9361705,-0.19984016,1.1456342,0.12435332,-0.53252006,-0.1466391,-0.040691763,-0.74368644,-1.1473775,1.391175,1.437153,-0.3147828,-0.5637101,-0.11335335,-0.032691848,1.4881762,0.94474304,1.1812983,1.000666,-0.96722597,-0.64026564,-0.047778443,-0.029840779,-0.6473527,-1.060926,1.0966175,0.9567302,-1.0297482,-0.8313927,-0.07872061,-0.4957821,-0.85805774,1.3623635,1.29532,-0.43902612,-0.80184865,-0.089871906,-0.057603493,-0.40589806,-1.192918,1.2039354,1.1946825,-0.52152,-0.7618304,-0.19789894,-0.018867927,-0.3031022,-1.1473501,-0.22766139,0.88992417,0.5639132,-0.5172435,-0.17913619
-0.34338102,-1.1542997,-1.8365282,0.7668296,1.1377425,-0.41097194,-0.13206187,-0.035424013,-0.6361624,-1.3837652,1.0494391,0.93678975,0.96151894,-0.53252006,-0.1466391,-0.040691763,-0.74368644,-0.2890512,1.051141,0.13682902,1.2822915,-0.5637101,-0.11335335,-0.032691848,-0.7658896,-1.3324578,-0.5144607,0.84044546,0.5423485,-0.64026564,-0.047778443,-0.029840779,-0.34452915,0.05383976,0.6138893,0.78790784,-1.3699207,-0.8313927,-0.07872061,2.5549061,1.4433823,1.3623635,-0.45121065,-1.4782652,-0.80184865,-0.089871906,-0.057603493,1.1490761,0.92681926,1.2039354,1.1946825,0.31546167,0.25723156,-0.19789894,-0.018867927,-0.3031022,-1.1473501,-2.0679455,-0.115053944,1.5957192,1.7062969,-0.17913619
-0.34338102,0.34389067,0.7483175,0.3186151,-0.8158515,-0.41097194,-0.13206187,-0.035424013,1.9456991,0.4575854,-1.4491193,0.93678975,-0.7128123,-0.53252006,-0.1466391,-0.040691763,-0.17111053,-1.490708,1.051141,0.94953144,-1.2730274,-0.5637101,-0.11335335,-0.032691848,-0.7658896,-1.1698005,1.0117223,0.19956309,-1.1349565,-0.64026564,-0.047778443,-0.029840779,-0.6473527,-1.2201782,-1.3170232,0.2814407,0.50102806,-0.5458444,-0.07872061,-0.4957821,-1.011487,-1.1147611,-1.0863128,0.25379992,1.0345893,-0.089871906,-0.057603493,-0.40589806,0.043595415,-1.1168708,-0.8759485,0.8176507,1.0724812,-0.19789894,-0.018867927,-0.3031022,0.24687842,0.23240963,0.28693733,0.39194554,-0.5172435,-0.17913619
-0.34338102,-1.1542997,-2.541486,-0.1295994,-0.993451,-0.41097194,-0.13206187,-0.035424013,-0.6361624,-1.9361705,-1.1992636,-0.52512103,-1.3825449,-0.53252006,-0.1466391,-0.040691763,-0.74368644,-1.490708,1.051141,-0.18825196,-0.95361257,0.010420174,-0.11335335,-0.032691848,-0.7658896,-0.35651454,1.0117223,-1.5628635,0.20688748,1.5551542,-0.047778443,-0.029840779,0.86676496,1.3278577,0.13116118,-1.7444277,1.1813731,0.88189715,-0.07872061,0.86007935,1.289953,1.3623635,0.8189935,1.293039,-0.5722939,-0.089871906,-0.057603493,-0.40589806,-1.3695627,-1.3102713,1.0064433,0.14806533,-0.7618304,-0.19789894,-0.018867927,-0.3031022,-1.1473501,-2.2979808,0.88992417,-0.46789283,-0.5172435,-0.17913619
-0.34338102,1.4140267,-0.42661238,-2.5947793,-0.993451,-0.41097194,-0.13206187,-0.035424013,-0.6361624,0.6417205,1.0494391,1.1456342,0.96151894,-0.53252006,-0.1466391,-0.040691763,-0.74368644,0.569275,1.5611922,1.2746124,0.32404697,-0.27664495,-0.11335335,-0.032691848,-0.7658896,0.29411426,1.1812983,1.000666,-0.1285735,-0.64026564,-0.047778443,-0.029840779,-0.6473527,-1.2201782,-0.8342951,-0.5626711,1.1813731,1.1674454,-0.07872061,-0.4957821,-1.011487,-1.1147611,-0.6099862,1.293039,1.2641441,-0.089871906,-0.057603493,-0.40589806,-0.4863389,-1.1168708,0.44172576,1.1524433,0.053419173,-0.19789894,-0.018867927,-0.3031022,0.6452294,0.9225161,0.88992417,0.5639132,-0.5172435,-0.17913619
-0.34338102,-1.1542997,0.043359555,0.3186151,-0.993451,-0.41097194,-0.13206187,-0.035424013,-0.6361624,-1.0154951,1.0494391,-0.52512103,-1.3825449,-0.53252006,-0.1466391,-0.040691763,-0.74368644,0.569275,1.5611922,-0.6758734,-1.2730274,-0.5637101,-0.11335335,-0.032691848,-0.7658896,0.78208584,0.6725706,-1.5628635,-1.3026869,-0.64026564,-0.047778443,-0.029840779,-0.6473527,1.1686056,0.45297992,-0.5626711,-1.1998345,-0.8313927,-0.07872061,-0.4957821,0.9830944,1.3623635,0.8189935,1.293039,-0.1131844,-0.089871906,-0.057603493,-0.40589806,-0.13304935,1.2039354,0.25348657,0.985047,0.86866874,-0.19789894,-0.018867927,-0.3031022,-0.94817454,-0.6877324,0.68892854,0.7358809,0.22393665,-0.17913619
-0.34338102,0.34389067,-0.89658433,0.3186151,1.8481404,4.058189,0.8231347,-0.035424013,-0.6361624,-0.64722496,-1.1992636,-1.3604987,0.45921957,2.5293908,-0.1466391,-0.040691763,-0.74368644,-1.6623733,-1.1590806,0.13682902,0.8031693,-0.27664495,-0.11335335,-0.032691848,0.52214795,-0.19385736,-0.17530887,0.84044546,1.2132704,1.0062993,-0.047778443,-0.029840779,-0.041705612,0.53159654,0.93570805,0.78790784,-0.859662,-0.8313927,-0.07872061,-0.4957821,-1.011487,1.3623635,-0.45121065,-1.4782652,-0.80184865,-0.089871906,-0.057603493,-0.40589806,0.22024019,1.0105349,-1.6289052,-1.525898,-0.7618304,-0.19789894,-0.018867927,-0.3031022,1.4419314,-1.6078744,-2.326006,-1.1557635,-0.5172435,-0.17913619
-0.34338102,0.77194506,0.5133315,-0.8019212,-0.8158515,-0.41097194,-0.13206187,-0.035424013,-0.6361624,0.27345034,0.5497274,0.7279454,0.6266527,-0.53252006,-0.1466391,-0.040691763,-0.74368644,-0.11738597,0.5410899,-1.163495,1.1225842,0.58455044,-0.11335335,-0.032691848,-0.7658896,-1.0071434,1.1812983,0.35978368,1.04554,-0.091410704,-0.047778443,-0.029840779,-0.6473527,-0.5831692,1.0966175,0.9567302,-1.1998345,-0.8313927,-0.07872061,0.521114,1.4433823,0.123801105,0.34266695,0.77341944,-0.34273914,-0.089871906,-0.057603493,0.11242667,1.2801088,-1.6970723,-1.2524269,1.1524433,0.86866874,-0.19789894,-0.018867927,-0.3031022,1.0435804,0.9225161,0.68892854,0.7358809,-0.27018347,-0.17913619
-0.34338102,1.1999995,0.043359555,-2.5947793,-0.993451,-0.41097194,-0.13206187,-0.035424013,0.009302977,1.0099906,1.0494391,1.1456342,0.79408586,-0.53252006,-0.1466391,-0.040691763,0.11517743,1.0842708,0.88112396,0.46191,0.96287674,-0.5637101,-0.11335335,-0.032691848,-0.4438802,1.1074003,-1.3623401,0.35978368,1.2132704,-0.64026564,-0.047778443,-0.029840779,-0.6473527,0.85010105,1.0966175,-0.2250264,1.0112869,-0.26029608,-0.07872061,-0.4957821,-1.011487,-0.65030026,-1.2450882,0.080593415,1.7232536,-0.089871906,-0.057603493,-0.40589806,-1.3695627,-1.8904728,-0.12299179,0.985047,0.053419173,-0.19789894,-0.018867927,-0.3031022,0.6452294,0.002374119,0.28693733,-0.6398605,-0.5172435,-0.17913619
